"Date","STATION","MAXC","MINC","FLAG"
2009-06-11,"South",19.5,3.5,NA
2009-06-12,"South",23,3.5,NA
2009-06-13,"South",24,10,NA
2009-06-14,"South",26.5,7,NA
2009-06-15,"South",29,8.5,NA
2009-06-16,"South",21,12,NA
2009-06-17,"South",24.5,12.5,NA
2009-06-18,"South",25,13,NA
2009-06-19,"South",25,14.5,NA
2009-06-20,"South",29,13.5,NA
2009-06-21,"South",28.5,13.5,NA
2009-06-22,"South",28,17,NA
2009-06-23,"South",28,15,NA
2009-06-24,"South",28.5,12.5,NA
2009-06-25,"South",28.5,12.5,NA
2009-06-26,"South",30.5,10,NA
2009-06-27,"South",21.5,13.5,NA
2009-06-28,"South",22,13.5,NA
2009-06-29,"South",15,11,NA
2009-06-30,"South",14,9.5,NA
2009-07-01,"South",22,8.5,NA
2009-07-02,"South",20,13,NA
2009-07-03,"South",26,9.5,NA
2009-07-04,"South",26,8,NA
2009-07-05,"South",25,9,NA
2009-07-06,"South",25,9.5,NA
2009-07-07,"South",25,8,NA
2009-07-08,"South",26.5,8,NA
2009-07-09,"South",23.5,11.5,NA
2009-07-10,"South",24,13,NA
2009-07-11,"South",21.5,8,NA
2009-07-12,"South",24.5,9.5,NA
2009-07-13,"South",26,6.5,NA
2009-07-14,"South",17,11,NA
2009-07-15,"South",17.5,14,NA
2009-07-16,"South",14,10,NA
2009-07-17,"South",14,9,NA
2009-07-18,"South",17.5,10,NA
2009-07-19,"South",25,6,NA
2009-07-20,"South",23.5,10,NA
2009-07-21,"South",23.5,13.5,NA
2009-07-22,"South",25,10,NA
2009-07-23,"South",26.5,8,NA
2009-07-24,"South",21.5,15.5,NA
2009-07-25,"South",23,14.5,NA
2009-07-26,"South",26,13.5,NA
2009-07-27,"South",25.5,11.5,NA
2009-07-28,"South",20,10.26,NA
2009-07-29,"South",19,8.26,NA
2009-07-30,"South",23,11.26,NA
2009-07-31,"South",23,10.26,NA
2009-08-01,"South",19,8.26,NA
2009-08-02,"South",17,7.26,NA
2009-08-03,"South",24,12.26,NA
2009-08-04,"South",21,9.26,NA
2009-08-05,"South",21.5,8,NA
2009-08-06,"South",23,8,NA
2009-08-07,"South",22,11.5,NA
2009-08-08,"South",21.5,16,NA
2009-08-09,"South",23,14.5,NA
2009-08-10,"South",26,12.5,NA
2009-08-11,"South",28.5,10,NA
2009-08-12,"South",32,14,NA
2009-08-13,"South",30,16.5,NA
2009-08-14,"South",32.5,17,NA
2009-08-15,"South",26,19,NA
2009-08-16,"South",22,13,NA
2009-08-17,"South",23,11,NA
2009-08-18,"South",21.5,10.5,NA
2009-08-19,"South",19,10,NA
2009-08-20,"South",16,13.5,NA
2009-08-21,"South",21.5,10.5,NA
2009-08-22,"South",23,6,NA
2009-08-23,"South",26,10,NA
2009-08-24,"South",25,15,NA
2009-08-25,"South",23.5,12,NA
2009-08-26,"South",26.5,8,NA
2009-08-27,"South",23.5,10,NA
2009-08-28,"South",16.5,8,NA
2009-08-29,"South",18.5,5,NA
2009-08-30,"South",19.5,3,NA
2009-08-31,"South",22,4.5,NA
2009-09-01,"South",22.5,6,NA
2009-09-02,"South",23,7,NA
2009-09-03,"South",25,8.5,NA
2009-09-04,"South",25.5,10,NA
2009-09-05,"South",25,8.5,NA
2009-09-06,"South",26,12,NA
2009-09-07,"South",26,11,NA
2009-09-08,"South",23.5,13.5,NA
2009-09-09,"South",24,14.5,NA
2009-09-10,"South",26.5,14,NA
2009-09-11,"South",25,15,NA
2009-09-12,"South",24.5,14.5,NA
2009-09-13,"South",26.5,12.5,NA
2009-09-14,"South",27,12,NA
2009-09-15,"South",26.5,12,NA
2009-09-16,"South",22.5,11,NA
2009-09-17,"South",26,13.5,NA
2009-09-18,"South",24,10,NA
2009-09-19,"South",26.5,10.5,NA
2009-09-20,"South",24.5,12.5,NA
2009-09-21,"South",23,12.5,NA
2009-09-22,"South",20.5,13,NA
2009-09-23,"South",21,6,NA
2009-09-24,"South",24.5,6.5,NA
2009-09-25,"South",23,8.5,NA
2009-09-26,"South",18.5,13,NA
2009-09-27,"South",16,9,NA
2009-09-28,"South",11,6,NA
2009-09-29,"South",12,1,NA
2009-09-30,"South",13.5,-1.5,NA
2009-10-01,"South",12.5,3.5,NA
2009-10-02,"South",9.5,5,NA
2009-10-03,"South",9,4.5,NA
2009-10-04,"South",9,5.5,NA
2009-10-05,"South",8,5,NA
2009-10-06,"South",6.5,4,NA
2009-10-07,"South",10,-1,NA
2009-10-08,"South",6,0,NA
2009-10-09,"South",6,-4,NA
2009-10-10,"South",-0.5,-4.5,NA
2009-10-11,"South",2.5,-5,NA
2009-10-12,"South",1,-4,NA
2009-10-13,"South",3.5,-7,NA
2009-10-14,"South",4.5,-5.5,NA
2009-10-15,"South",5,0.5,NA
2009-10-16,"South",4.5,-2.5,NA
2009-10-17,"South",5,-2.5,NA
2009-10-18,"South",12.5,1.5,NA
2009-10-19,"South",9,3.5,NA
2009-10-20,"South",5.5,3,NA
2009-10-21,"South",3.5,-1.5,NA
2009-10-22,"South",3.5,-2.5,NA
2009-10-23,"South",3,-2.5,NA
2009-10-24,"South",6,-4.5,NA
2009-10-25,"South",3.5,1.5,NA
2009-10-26,"South",4,-0.5,NA
2009-10-27,"South",12,-1,NA
2009-10-28,"South",8,1,NA
2009-10-29,"South",9,7,NA
2009-10-30,"South",9.5,0,NA
2009-10-31,"South",0.5,-1,NA
2009-11-01,"South",4,-1,NA
2009-11-02,"South",2.5,-3,NA
2009-11-03,"South",3,-7.5,NA
2009-11-04,"South",2.5,-2,NA
2009-11-05,"South",2,-5,NA
2009-11-06,"South",12,-0.5,NA
2009-11-07,"South",13.5,0,NA
2009-11-08,"South",6.5,-1.5,NA
2009-11-09,"South",10.5,-2.5,NA
2009-11-10,"South",13,-5,NA
2009-11-11,"South",11,5,NA
2009-11-12,"South",9,7,NA
2009-11-13,"South",9,3.5,NA
2009-11-14,"South",3.5,-2.5,NA
2009-11-15,"South",5,-5.5,NA
2009-11-16,"South",5,-7,NA
2009-11-17,"South",7.5,-6.5,NA
2009-11-18,"South",6,-6.5,NA
2009-11-19,"South",6.5,-2,NA
2009-11-20,"South",6,-6,NA
2009-11-21,"South",7.5,-6.5,NA
2009-11-22,"South",9,0.5,NA
2009-11-23,"South",8,1,NA
2009-11-24,"South",6.5,0,NA
2009-11-25,"South",1.5,-2,NA
2009-11-26,"South",-2,-7,NA
2009-11-27,"South",0.5,-7,NA
2009-11-28,"South",2,-6,NA
2009-11-29,"South",0.5,-3,NA
2009-11-30,"South",2.5,-5,NA
2009-12-01,"South",-0.5,-4.5,NA
2009-12-02,"South",-3.5,-8,NA
2009-12-03,"South",-7.5,-11,NA
2009-12-04,"South",-8,-12.5,NA
2009-12-05,"South",-8,-20,NA
2009-12-06,"South",-7.5,-18,NA
2009-12-07,"South",-9,-19.5,NA
2009-12-08,"South",-14.5,-22.5,NA
2009-12-09,"South",-16,-20,NA
2009-12-10,"South",-17.5,-25,NA
2009-12-11,"South",-14,-26,NA
2009-12-12,"South",-7,-19.5,NA
2009-12-13,"South",-15.5,-26,NA
2009-12-14,"South",-16,-23.5,NA
2009-12-15,"South",-20,-24.5,NA
2009-12-16,"South",-10.5,-22.5,NA
2009-12-17,"South",-6,-16,NA
2009-12-18,"South",-8,-18,NA
2009-12-19,"South",-9,-14.5,NA
2009-12-20,"South",-5.5,-11.5,NA
2009-12-21,"South",-7,-11.5,NA
2009-12-22,"South",-6,-16,NA
2009-12-23,"South",-3.5,-13,NA
2009-12-24,"South",-2.5,-4.5,NA
2009-12-25,"South",0.5,-3,NA
2009-12-26,"South",-2,-6,NA
2009-12-27,"South",-2.5,-7.5,NA
2009-12-28,"South",-7.5,-23.5,NA
2009-12-29,"South",-11,-26,NA
2009-12-30,"South",-10.5,-14.5,NA
2009-12-31,"South",-14,-20,NA
2010-01-01,"South",-19.5,-30,NA
2010-01-02,"South",-19,-33.5,NA
2010-01-03,"South",-17.5,-35,NA
2010-01-04,"South",-16,-31.5,NA
2010-01-05,"South",-13,-30,NA
2010-01-06,"South",-11.5,-22.5,NA
2010-01-07,"South",-15.5,-20,NA
2010-01-08,"South",-14.5,-27,NA
2010-01-09,"South",-11,-30,NA
2010-01-10,"South",-10,-16.5,NA
2010-01-11,"South",-7,-16.5,NA
2010-01-12,"South",-2.5,-17.5,NA
2010-01-13,"South",-3.5,-11.5,NA
2010-01-14,"South",-3.5,-15.5,NA
2010-01-15,"South",0.5,-17.5,NA
2010-01-16,"South",1,-7.5,NA
2010-01-17,"South",1,-6.5,NA
2010-01-18,"South",-1.5,-5.5,NA
2010-01-19,"South",-5.5,-8,NA
2010-01-20,"South",-2,-9.5,NA
2010-01-21,"South",-2,-10.5,NA
2010-01-22,"South",0,-2.5,NA
2010-01-23,"South",0.5,-1,NA
2010-01-24,"South",0.5,-0.5,NA
2010-01-25,"South",-1,-14,NA
2010-01-26,"South",-14,-23.5,NA
2010-01-27,"South",-14.5,-26,NA
2010-01-28,"South",-15.5,-28,NA
2010-01-29,"South",-11.5,-29,NA
2010-01-30,"South",-10,-29,NA
2010-01-31,"South",-14,-26,NA
2010-02-01,"South",-13,-26,NA
2010-02-02,"South",-8.5,-21,NA
2010-02-03,"South",-8.5,-24.5,NA
2010-02-04,"South",-4,-16.5,NA
2010-02-05,"South",-2,-10,NA
2010-02-06,"South",-3.5,-14.5,NA
2010-02-07,"South",-5,-13,NA
2010-02-08,"South",-4,-11.5,NA
2010-02-09,"South",-6.5,-18,NA
2010-02-10,"South",-5,-24.5,NA
2010-02-11,"South",-2.5,-25,NA
2010-02-12,"South",-2,-24.5,NA
2010-02-13,"South",-1,-21,NA
2010-02-14,"South",-5.5,-15.5,NA
2010-02-15,"South",-4,-8.5,NA
2010-02-16,"South",1,-12.5,NA
2010-02-17,"South",3,-14,NA
2010-02-18,"South",2.5,-14,NA
2010-02-19,"South",0,-19.5,NA
2010-02-20,"South",2.5,-18,NA
2010-02-21,"South",0,-13,NA
2010-02-22,"South",-1.5,-14.5,NA
2010-02-23,"South",-8,-18.5,NA
2010-02-24,"South",-6.5,-25,NA
2010-02-25,"South",-2,-25,NA
2010-02-26,"South",1.5,-22,NA
2010-02-27,"South",3.5,-17.5,NA
2010-02-28,"South",4.5,-11.5,NA
2010-03-01,"South",5.5,-13.5,NA
2010-03-02,"South",6.5,-12.5,NA
2010-03-03,"South",5,-11,NA
2010-03-04,"South",6,-13.5,NA
2010-03-05,"South",9,-7,NA
2010-03-06,"South",8,-5.5,NA
2010-03-07,"South",12,-1.5,NA
2010-03-08,"South",2,-3.5,NA
2010-03-09,"South",12.5,0.5,NA
2010-03-10,"South",7,-0.5,NA
2010-03-11,"South",6,3,NA
2010-03-12,"South",5,3,NA
2010-03-13,"South",5.5,2.5,NA
2010-03-14,"South",15,3.26,NA
2010-03-15,"South",9.5,3.5,NA
2010-03-16,"South",10.5,1,NA
2010-03-17,"South",11.5,-2.5,NA
2010-03-18,"South",13.5,-0.5,NA
2010-03-19,"South",1,-6,NA
2010-03-20,"South",3.5,-12.5,NA
2010-03-21,"South",12,-4.5,NA
2010-03-22,"South",8.5,-3,NA
2010-03-23,"South",12.5,-2.5,NA
2010-03-24,"South",10.5,-8,NA
2010-03-25,"South",-1.5,-14.5,NA
2010-03-26,"South",10,-11.5,NA
2010-03-27,"South",8.5,-2,NA
2010-03-28,"South",10,-6.5,NA
2010-03-29,"South",15,-3.5,NA
2010-03-30,"South",18.5,4,NA
2010-03-31,"South",19.5,4.5,NA
2010-04-01,"South",19.5,-1,NA
2010-04-02,"South",23.5,5.5,NA
2010-04-03,"South",11,-2,NA
2010-04-04,"South",15,-2.5,NA
2010-04-05,"South",18,-0.5,NA
2010-04-06,"South",15.5,-2,NA
2010-04-07,"South",8.5,-3.5,NA
2010-04-08,"South",10.5,-5,NA
2010-04-09,"South",17,-7.5,NA
2010-04-10,"South",17.5,-1.5,NA
2010-04-11,"South",18.5,-4.5,NA
2010-04-12,"South",15,3.5,NA
2010-04-13,"South",14,4.5,NA
2010-04-14,"South",20,7.5,NA
2010-04-15,"South",18,8,NA
2010-04-16,"South",14.5,1.5,NA
2010-04-17,"South",18.5,0,NA
2010-04-18,"South",21.5,-2.5,NA
2010-04-19,"South",22,0.5,NA
2010-04-20,"South",23,-1,NA
2010-04-21,"South",14.5,-2,NA
2010-04-22,"South",19.5,-4,NA
2010-04-23,"South",23,-0.5,NA
2010-04-24,"South",13,6.5,NA
2010-04-25,"South",17.5,6,NA
2010-04-26,"South",19,1.5,NA
2010-04-27,"South",17,-0.74,NA
2010-04-28,"South",21,-0.74,NA
2010-04-29,"South",11,7.26,NA
2010-04-30,"South",12,7.26,NA
2010-05-01,"South",10,5.26,NA
2010-05-02,"South",9,5.26,NA
2010-05-03,"South",8,4.26,NA
2010-05-04,"South",18,3.26,NA
2010-05-05,"South",12,1.26,NA
2010-05-06,"South",11,1.26,NA
2010-05-07,"South",3,0.26,NA
2010-05-08,"South",11,-1.74,NA
2010-05-09,"South",15,-4.74,NA
2010-05-10,"South",16,-0.74,NA
2010-05-11,"South",11,3.26,NA
2010-05-12,"South",16,1.26,NA
2010-05-13,"South",5,2.26,NA
2010-05-14,"South",17,2.26,NA
2010-05-15,"South",24,1.26,NA
2010-05-16,"South",23,3.26,NA
2010-05-17,"South",26,8.26,NA
2010-05-18,"South",27,4.26,NA
2010-05-19,"South",28,4.26,NA
2010-05-20,"South",29,4.26,NA
2010-05-21,"South",23,7.26,NA
2010-05-22,"South",22,5.26,NA
2010-05-23,"South",31,17.26,NA
2010-05-24,"South",31,12.26,NA
2010-05-25,"South",31,16.26,NA
2010-05-26,"South",24,9.26,NA
2010-05-27,"South",28,7.26,NA
2010-05-28,"South",24,11.26,NA
2010-05-29,"South",31,10.26,NA
2010-05-30,"South",20,7.26,NA
2010-05-31,"South",23,4.26,NA
2010-06-01,"South",17,7.26,NA
2010-06-02,"South",20.5,4,NA
2010-06-03,"South",23.5,5,NA
2010-06-04,"South",23,12,NA
2010-06-05,"South",21.5,8.5,NA
2010-06-06,"South",18.5,9.5,NA
2010-06-07,"South",22.5,6.5,NA
2010-06-08,"South",14,10.5,NA
2010-06-09,"South",15,9,NA
2010-06-10,"South",15,6.5,NA
2010-06-11,"South",15,10.5,NA
2010-06-12,"South",15.5,12,NA
2010-06-13,"South",19,11,NA
2010-06-14,"South",21.5,8,NA
2010-06-15,"South",17,13.5,NA
2010-06-16,"South",22,14,NA
2010-06-17,"South",25,13.5,NA
2010-06-18,"South",26.5,12,NA
2010-06-19,"South",20,12.5,NA
2010-06-20,"South",27,9.5,NA
2010-06-21,"South",23,12,NA
2010-06-22,"South",27.5,16.5,NA
2010-06-23,"South",23,14.5,NA
2010-06-24,"South",23,10,NA
2010-06-25,"South",24,14.5,NA
2010-06-26,"South",24,16,NA
2010-06-27,"South",26.5,16.5,NA
2010-06-28,"South",20,10,NA
2010-06-29,"South",22,4,NA
2010-06-30,"South",23.5,6,NA
2010-07-01,"South",30.5,13.5,NA
2010-07-02,"South",30.5,18,NA
2010-07-03,"South",31,22,NA
2010-07-04,"South",26.5,17,NA
2010-07-05,"South",28.5,12.5,NA
2010-07-06,"South",27,15.5,NA
2010-07-07,"South",21.5,14.5,NA
2010-07-08,"South",26.5,12,NA
2010-07-09,"South",27,11.5,NA
2010-07-10,"South",30.5,14,NA
2010-07-11,"South",24.5,12,NA
2010-07-12,"South",25,9,NA
2010-07-13,"South",27,11.5,NA
2010-07-14,"South",23,15,NA
2010-07-15,"South",25,12,NA
2010-07-16,"South",26.5,14.5,NA
2010-07-17,"South",23.5,11.5,NA
2010-07-18,"South",27,15,NA
2010-07-19,"South",24.5,11.5,NA
2010-07-20,"South",23.5,15,NA
2010-07-21,"South",26.5,13,NA
2010-07-22,"South",26.5,15.5,NA
2010-07-23,"South",25,17,NA
2010-07-24,"South",24.5,15,NA
2010-07-25,"South",28.5,12,NA
2010-07-26,"South",29,13.5,NA
2010-07-27,"South",24,18.5,NA
2010-07-28,"South",24.5,12.5,NA
2010-07-29,"South",26.5,11.5,NA
2010-07-30,"South",23.5,14.5,NA
2010-07-31,"South",26.5,17,NA
2010-08-01,"South",30.5,17,NA
2010-08-02,"South",26,17,NA
2010-08-03,"South",28.5,17,NA
2010-08-04,"South",26,15.5,NA
2010-08-05,"South",23.5,13.5,NA
2010-08-06,"South",23.5,10,NA
2010-08-07,"South",26.5,10,NA
2010-08-08,"South",29,16.5,NA
2010-08-09,"South",32.5,15,NA
2010-08-10,"South",29,17.5,NA
2010-08-11,"South",28.5,18.5,NA
2010-08-12,"South",24,16.5,NA
2010-08-13,"South",26.5,17.5,NA
2010-08-14,"South",25,15.5,NA
2010-08-15,"South",20.5,12,NA
2010-08-16,"South",20,9,NA
2010-08-17,"South",23,6,NA
2010-08-18,"South",18,11.5,NA
2010-08-19,"South",23.5,8,NA
2010-08-20,"South",23.5,13,NA
2010-08-21,"South",27,18.5,NA
2010-08-22,"South",29.5,14.5,NA
2010-08-23,"South",30.5,19,NA
2010-08-24,"South",19.5,13.5,NA
2010-08-25,"South",21.5,10,NA
2010-08-26,"South",24.5,7.5,NA
2010-08-27,"South",29,10.5,NA
2010-08-28,"South",29.5,17.5,NA
2010-08-29,"South",30,18.5,NA
2010-08-30,"South",30.5,23,NA
2010-08-31,"South",26.5,15,NA
2010-09-01,"South",24.5,9.5,NA
2010-09-02,"South",20,12,NA
2010-09-03,"South",13,7.5,NA
2010-09-04,"South",17,5,NA
2010-09-05,"South",18.5,2,NA
2010-09-06,"South",20,6,NA
2010-09-07,"South",12,8,NA
2010-09-08,"South",15,5.5,NA
2010-09-09,"South",16.5,3,NA
2010-09-10,"South",17,9.5,NA
2010-09-11,"South",15,9,NA
2010-09-12,"South",19.5,8.5,NA
2010-09-13,"South",16,5.5,NA
2010-09-14,"South",17,5.5,NA
2010-09-15,"South",9,4,NA
2010-09-16,"South",13.5,0.5,NA
2010-09-17,"South",15,6.5,NA
2010-09-18,"South",13,0.5,NA
2010-09-19,"South",16,2,NA
2010-09-20,"South",12.5,5,NA
2010-09-21,"South",13,9,NA
2010-09-22,"South",14,2.5,NA
2010-09-23,"South",12,8,NA
2010-09-24,"South",10,6.5,NA
2010-09-25,"South",15.5,3,NA
2010-09-26,"South",18.5,1,NA
2010-09-27,"South",18.5,6.5,NA
2010-09-28,"South",16,8.5,NA
2010-09-29,"South",21,9,NA
2010-09-30,"South",19.5,5,NA
2010-10-01,"South",15,3.5,NA
2010-10-02,"South",12,-1.5,NA
2010-10-03,"South",16,-2.5,NA
2010-10-04,"South",20,1,NA
2010-10-05,"South",24,3.5,NA
2010-10-06,"South",19,8.5,NA
2010-10-07,"South",25,4,NA
2010-10-08,"South",27.5,6,NA
2010-10-09,"South",26,8.5,NA
2010-10-10,"South",25,8.5,NA
2010-10-11,"South",24,7.5,NA
2010-10-12,"South",18,5.5,NA
2010-10-13,"South",18,0.5,NA
2010-10-14,"South",16.5,2.5,NA
2010-10-15,"South",14.5,0,NA
2010-10-16,"South",15,2,NA
2010-10-17,"South",11,-2,NA
2010-10-18,"South",12.5,-2.5,NA
2010-10-19,"South",15,-0.5,NA
2010-10-20,"South",12,4.5,NA
2010-10-21,"South",9,-2.5,NA
2010-10-22,"South",18,-3,NA
2010-10-23,"South",8,1,NA
2010-10-24,"South",8.5,4,NA
2010-10-25,"South",12,7,NA
2010-10-26,"South",12,3.5,NA
2010-10-27,"South",6,1,NA
2010-10-28,"South",1,-4.5,NA
2010-10-29,"South",5,-6,NA
2010-10-30,"South",5.5,-2,NA
2010-10-31,"South",6,-3.5,NA
2010-11-01,"South",10.5,-5,NA
2010-11-02,"South",12.5,-2.5,NA
2010-11-03,"South",11.5,2,NA
2010-11-04,"South",6,-3,NA
2010-11-05,"South",6,-7.5,NA
2010-11-06,"South",11,-2.5,NA
2010-11-07,"South",15,-3,NA
2010-11-08,"South",15,3,NA
2010-11-09,"South",18,0.5,NA
2010-11-10,"South",16,8,NA
2010-11-11,"South",9.5,-0.5,NA
2010-11-12,"South",6,-4.5,NA
2010-11-13,"South",3,-5,NA
2010-11-14,"South",0.5,-3,NA
2010-11-15,"South",-1.5,-3,NA
2010-11-16,"South",1,-6,NA
2010-11-17,"South",-1,-6.5,NA
2010-11-18,"South",-3,-7.5,NA
2010-11-19,"South",0,-12.5,NA
2010-11-20,"South",-7.5,-12.5,NA
2010-11-21,"South",-2,-8,NA
2010-11-22,"South",-8.5,-11,NA
2010-11-23,"South",-6.5,-15.5,NA
2010-11-24,"South",-2.5,-13,NA
2010-11-25,"South",-2.5,-17.5,NA
2010-11-26,"South",-8,-13.5,NA
2010-11-27,"South",-6,-14.5,NA
2010-11-28,"South",4,-11,NA
2010-11-29,"South",2,0,NA
2010-11-30,"South",0,-8.5,NA
2010-12-01,"South",-7.5,-14.5,NA
2010-12-02,"South",-9.5,-22,NA
2010-12-03,"South",-10,-23.5,NA
2010-12-04,"South",-7,-16,NA
2010-12-05,"South",-9,-16,NA
2010-12-06,"South",-9,-19,NA
2010-12-07,"South",-10,-22.5,NA
2010-12-08,"South",-10.5,-17.5,NA
2010-12-09,"South",-4,-13.5,NA
2010-12-10,"South",-7,-20,NA
2010-12-11,"South",-15.5,-22.5,NA
2010-12-12,"South",-15.5,-25,NA
2010-12-13,"South",-16,-30,NA
2010-12-14,"South",-10,-30,NA
2010-12-15,"South",-7.5,-25,NA
2010-12-16,"South",-8,-23.5,NA
2010-12-17,"South",-10,-14,NA
2010-12-18,"South",-8.5,-13.5,NA
2010-12-19,"South",-11,-19,NA
2010-12-20,"South",-6.5,-22.5,NA
2010-12-21,"South",-2,-6,NA
2010-12-22,"South",-3.5,-8,NA
2010-12-23,"South",-8,-10.5,NA
2010-12-24,"South",-7,-11,NA
2010-12-25,"South",-9.5,-13,NA
2010-12-26,"South",-8.5,-13.5,NA
2010-12-27,"South",-7,-14,NA
2010-12-28,"South",0,-15.5,NA
2010-12-29,"South",0,-6.5,NA
2010-12-30,"South",0.5,-11,NA
2010-12-31,"South",-11,-16,NA
2011-01-01,"South",-12.5,-19,NA
2011-01-02,"South",-12.5,-28,NA
2011-01-03,"South",-14.5,-33.5,NA
2011-01-04,"South",-14,-28,NA
2011-01-05,"South",-10,-18,NA
2011-01-06,"South",-15.5,-24.5,NA
2011-01-07,"South",-14,-16,NA
2011-01-08,"South",-13,-26,NA
2011-01-09,"South",-9.5,-30,NA
2011-01-10,"South",-7.5,-22.5,NA
2011-01-11,"South",-5.5,-13,NA
2011-01-12,"South",-7,-13,NA
2011-01-13,"South",-7.5,-11.5,NA
2011-01-14,"South",-8.5,-15.5,NA
2011-01-15,"South",-13,-24.5,NA
2011-01-16,"South",-14.5,-28,NA
2011-01-17,"South",-9,-16,NA
2011-01-18,"South",-15.5,-25,NA
2011-01-19,"South",-12.5,-23.5,NA
2011-01-20,"South",-18,-34,NA
2011-01-21,"South",-22,-39.5,NA
2011-01-22,"South",-16.5,-30,NA
2011-01-23,"South",-13,-33.5,NA
2011-01-24,"South",-8,-13,NA
2011-01-25,"South",-7.5,-13,NA
2011-01-26,"South",-5.5,-9,NA
2011-01-27,"South",-3.5,-7.5,NA
2011-01-28,"South",-6,-8,NA
2011-01-29,"South",-7.5,-13.5,NA
2011-01-30,"South",-11.5,-19.5,NA
2011-01-31,"South",-15.5,-20,NA
2011-02-01,"South",-12.5,-26,NA
2011-02-02,"South",-9,-31.5,NA
2011-02-03,"South",-5,-14.5,NA
2011-02-04,"South",0.5,-9.5,NA
2011-02-05,"South",-0.5,-5.5,NA
2011-02-06,"South",-5,-14,NA
2011-02-07,"South",-14.5,-26,NA
2011-02-08,"South",-9,-29,NA
2011-02-09,"South",-14,-27,NA
2011-02-10,"South",-10,-35,NA
2011-02-11,"South",-3.5,-28,NA
2011-02-12,"South",-0.5,-17.5,NA
2011-02-13,"South",8,-5,NA
2011-02-14,"South",1.5,-4,NA
2011-02-15,"South",6.5,-2.5,NA
2011-02-16,"South",15.5,-5,NA
2011-02-17,"South",4.5,-9.5,NA
2011-02-18,"South",-9,-18,NA
2011-02-19,"South",-10.5,-22,NA
2011-02-20,"South",-6.5,-14,NA
2011-02-21,"South",-2,-16,NA
2011-02-22,"South",-4,-16,NA
2011-02-23,"South",-2.5,-7.5,NA
2011-02-24,"South",-6.5,-21,NA
2011-02-25,"South",-14.5,-28,NA
2011-02-26,"South",-13.5,-32.5,NA
2011-02-27,"South",-4,-21,NA
2011-02-28,"South",0.5,-25,NA
2011-03-01,"South",-5,-23.5,NA
2011-03-02,"South",-13,-28,NA
2011-03-03,"South",-4.5,-14.5,NA
2011-03-04,"South",-4,-11.5,NA
2011-03-05,"South",-3,-19.5,NA
2011-03-06,"South",-3.5,-11,NA
2011-03-07,"South",-2,-16.5,NA
2011-03-08,"South",3,-20.74,NA
2011-03-09,"South",4,-5.74,NA
2011-03-10,"South",5.5,-6,NA
2011-03-11,"South",6,-6,NA
2011-03-12,"South",0.5,-10.5,NA
2011-03-13,"South",1,-10.74,NA
2011-03-14,"South",8.5,-9.5,NA
2011-03-15,"South",10,-1,NA
2011-03-16,"South",8,-5,NA
2011-03-17,"South",10.5,0,NA
2011-03-18,"South",2,-7.5,NA
2011-03-19,"South",6.5,-10.5,NA
2011-03-20,"South",2.5,0.5,NA
2011-03-21,"South",5.5,0.5,NA
2011-03-22,"South",1.5,-5,NA
2011-03-23,"South",-0.5,-10,NA
2011-03-24,"South",2.5,-16,NA
2011-03-25,"South",2,-15.5,NA
2011-03-26,"South",1,-14.5,NA
2011-03-27,"South",2,-16.5,NA
2011-03-28,"South",5.5,-14.5,NA
2011-03-29,"South",8,-13,NA
2011-03-30,"South",8.5,-10.5,NA
2011-03-31,"South",7,-5,NA
2011-04-01,"South",3,0,NA
2011-04-02,"South",11,0,NA
2011-04-03,"South",2.5,0.5,NA
2011-04-04,"South",5.5,-3,NA
2011-04-05,"South",8,-6.5,NA
2011-04-06,"South",11.5,-6,NA
2011-04-07,"South",11.5,-4,NA
2011-04-08,"South",17,1,NA
2011-04-09,"South",15,4.5,NA
2011-04-10,"South",8,5,NA
2011-04-11,"South",16.5,1.5,NA
2011-04-12,"South",21.5,-2,NA
2011-04-13,"South",7.5,-2.5,NA
2011-04-14,"South",8.5,-6.5,NA
2011-04-15,"South",5.5,-3.5,NA
2011-04-16,"South",3.5,-3.5,NA
2011-04-17,"South",4,-4.5,NA
2011-04-18,"South",3,-5,NA
2011-04-19,"South",8,-8,NA
2011-04-20,"South",7.5,-2.5,NA
2011-04-21,"South",10,-5,NA
2011-04-22,"South",7.5,0.5,NA
2011-04-23,"South",10,-0.5,NA
2011-04-24,"South",16.5,-1.5,NA
2011-04-25,"South",20.5,1.5,NA
2011-04-26,"South",13.5,5.5,NA
2011-04-27,"South",5.5,-0.5,NA
2011-04-28,"South",16,0.5,NA
2011-04-29,"South",20,-3,NA
2011-04-30,"South",10.5,5.5,NA
2011-05-01,"South",5,-2.5,NA
2011-05-02,"South",11,-4,NA
2011-05-03,"South",16.5,-3.5,NA
2011-05-04,"South",17.5,-2,NA
2011-05-05,"South",12,3,NA
2011-05-06,"South",19.5,0,NA
2011-05-07,"South",19,5,NA
2011-05-08,"South",20,6,NA
2011-05-09,"South",14,9,NA
2011-05-10,"South",21,8,NA
2011-05-11,"South",26.5,8,NA
2011-05-12,"South",13.5,5,NA
2011-05-13,"South",10,4.5,NA
2011-05-14,"South",16,4.5,NA
2011-05-15,"South",19,1,NA
2011-05-16,"South",23,-1,NA
2011-05-17,"South",23.5,2.5,NA
2011-05-18,"South",25,0.5,NA
2011-05-19,"South",24.5,9.5,NA
2011-05-20,"South",24.5,10,NA
2011-05-21,"South",17,12,NA
2011-05-22,"South",21,10.5,NA
